InvoiceID,InvoiceTypeCode,InvoiceIssueDateTime,InvoicePaymentDueDate,InvoiceLineSpec (Y/N),InvoiceSellerAssignedID,InvoiceBuyerPO,SellerSelect,SellerCompanyID,SellerCountry,SellerIBANID,SellerPaymentRef,SellerDeliveryInfo,SellerNotes,BuyerSelect,BuyerCompanyID,BuyerCountry,AmountTotal,AmountCurrency,AmountVAT,ConfirmedByBuyer,ConfirmedByBank,ConfirmedPaymentDate,CalcVATPeriod,CalcProductionInput
INV000245,380,2021-10-21 07:15:38,2021-11-20 07:15:38,N,Company_007,PO-Company_013-00245,Y,7,Luxembourg,DE685011547,REF-00245,Main warehouse,,Y,13,Luxembourg,48297.55,EUR,8049.59,Y,N,2021-11-18 07:15:38,2021-Q4,2
INV000246,380,2021-11-05 17:51:53,2021-12-05 17:51:53,N,Company_046,PO-Company_008-00246,Y,46,France,DE8744227246,REF-00246,Main warehouse,,Y,8,Luxembourg,211.87,EUR,35.31,N,N,2021-12-02 17:51:53,2021-Q4,3
INV000247,380,2022-08-14 04:10:16,2022-09-13 04:10:16,N,Company_032,PO-Company_023-00247,Y,32,Luxembourg,DE3087919432,REF-00247,Main warehouse,,Y,23,France,25026.54,EUR,4171.09,N,N,2022-09-12 04:10:16,2022-Q3,2
INV000248,380,2020-07-13 06:56:02,2020-08-12 06:56:02,N,Company_024,PO-Company_031-00248,Y,24,Luxembourg,DE2475253124,REF-00248,Main warehouse,,Y,31,France,25997.72,EUR,4332.95,N,Y,2020-08-08 06:56:02,2020-Q3,2
INV000249,380,2023-01-13 00:14:10,2023-02-12 00:14:10,N,Company_009,PO-Company_040-00249,Y,9,Luxembourg,DE903650379,REF-00249,Main warehouse,,Y,40,France,7203.97,EUR,1200.66,Y,Y,2023-02-12 00:14:10,2023-Q1,3
INV000250,380,2022-02-17 01:26:49,2022-03-19 01:26:49,N,Company_017,PO-Company_037-00250,Y,17,Luxembourg,DE4811341917,REF-00250,Main warehouse,,Y,37,France,33924.25,EUR,5654.04,Y,N,2022-03-15 01:26:49,2022-Q1,2
INV000251,380,2024-02-22 22:52:11,2024-03-23 22:52:11,N,Company_015,PO-Company_031-00251,Y,15,France,DE1057349615,REF-00251,Main warehouse,,Y,31,Luxembourg,25937.27,EUR,4322.88,Y,Y,2024-03-21 22:52:11,2024-Q1,2
INV000252,380,2021-04-07 06:36:16,2021-05-07 06:36:16,N,Company_040,PO-Company_024-00252,Y,40,France,DE5545864140,REF-00252,Main warehouse,,Y,24,Luxembourg,15706.75,EUR,2617.79,N,N,2021-05-06 06:36:16,2021-Q2,3
INV000253,380,2024-12-07 19:23:08,2025-01-06 19:23:08,N,Company_009,PO-Company_046-00253,Y,9,Luxembourg,DE430650219,REF-00253,Main warehouse,,Y,46,Luxembourg,76366.21,EUR,12727.7,N,Y,2025-01-05 19:23:08,2024-Q4,3
INV000254,380,2024-07-29 17:18:31,2024-08-28 17:18:31,N,Company_038,PO-Company_031-00254,Y,38,France,DE3518303938,REF-00254,Main warehouse,,Y,31,Luxembourg,17366.84,EUR,2894.47,N,Y,2024-08-25 17:18:31,2024-Q3,1
INV000255,380,2021-06-21 13:26:59,2021-07-21 13:26:59,N,Company_027,PO-Company_001-00255,Y,27,France,DE3751451727,REF-00255,Main warehouse,,Y,1,France,7703.93,EUR,1283.99,N,N,2021-07-16 13:26:59,2021-Q2,2
INV000256,380,2021-03-30 03:43:47,2021-04-29 03:43:47,N,Company_023,PO-CUST-00256,Y,23,France,DE9917830523,REF-00256,Main warehouse,,Y,,,4944.74,EUR,824.12,Y,N,2021-04-24 03:43:47,2021-Q1,3
INV000257,380,2023-03-17 17:29:48,2023-04-16 17:29:48,N,Company_011,PO-Company_020-00257,Y,11,France,DE5173194511,REF-00257,Main warehouse,,Y,20,France,21243.25,EUR,3540.54,Y,Y,2023-04-14 17:29:48,2023-Q1,1
INV000258,380,2020-05-11 01:05:39,2020-06-10 01:05:39,N,Company_007,PO-Company_009-00258,Y,7,Luxembourg,DE525529617,REF-00258,Main warehouse,,Y,9,Luxembourg,79457.59,EUR,13242.93,N,Y,2020-06-05 01:05:39,2020-Q2,2
INV000259,380,2022-01-09 06:13:03,2022-02-08 06:13:03,N,Company_040,PO-Company_024-00259,Y,40,France,DE2441481740,REF-00259,Main warehouse,,Y,24,France,79772.23,EUR,13295.37,N,N,2022-02-05 06:13:03,2022-Q1,3
INV000260,380,2021-10-11 12:00:41,2021-11-10 12:00:41,N,Company_031,PO-Company_015-00260,Y,31,Luxembourg,DE8771151231,REF-00260,Main warehouse,,Y,15,Luxembourg,15770.96,EUR,2628.49,N,Y,2021-11-07 12:00:41,2021-Q4,1
INV000261,380,2021-04-17 05:02:59,2021-05-17 05:02:59,N,Company_025,PO-Company_032-00261,Y,25,Luxembourg,DE1673465025,REF-00261,Main warehouse,,Y,32,France,49494.67,EUR,8249.11,N,N,2021-05-13 05:02:59,2021-Q2,3
INV000262,380,2025-03-18 20:49:24,2025-04-17 20:49:24,N,Company_014,PO-Company_040-00262,Y,14,Luxembourg,DE2977459814,REF-00262,Main warehouse,,Y,40,Luxembourg,82240.08,EUR,13706.68,N,Y,2025-04-12 20:49:24,2025-Q1,3
INV000263,380,2021-11-15 18:32:07,2021-12-15 18:32:07,N,Company_024,PO-Company_031-00263,Y,24,France,DE1754401124,REF-00263,Main warehouse,,Y,31,Luxembourg,12321.59,EUR,2053.6,Y,N,2021-12-13 18:32:07,2021-Q4,2
INV000264,380,2022-03-01 18:31:51,2022-03-31 18:31:51,N,Company_044,PO-CUST-00264,Y,44,Luxembourg,DE3218945244,REF-00264,Main warehouse,,Y,,,6828.66,EUR,1138.11,Y,N,2022-03-28 18:31:51,2022-Q1,3
INV000265,380,2022-11-05 18:44:06,2022-12-05 18:44:06,N,Company_028,PO-Company_024-00265,Y,28,Luxembourg,DE7480542728,REF-00265,Main warehouse,,Y,24,Luxembourg,30502.99,EUR,5083.83,Y,N,2022-12-05 18:44:06,2022-Q4,2
INV000266,380,2024-12-21 06:40:59,2025-01-20 06:40:59,N,Company_020,PO-Company_001-00266,Y,20,Luxembourg,DE2186671820,REF-00266,Main warehouse,,Y,1,France,110901.22,EUR,18483.54,Y,Y,2025-01-15 06:40:59,2024-Q4,2
INV000267,380,2020-03-24 09:29:37,2020-04-23 09:29:37,N,Company_008,PO-Company_027-00267,Y,8,Luxembourg,DE268746498,REF-00267,Main warehouse,,Y,27,France,86345.16,EUR,14390.86,N,N,2020-04-18 09:29:37,2020-Q1,2
INV000268,380,2024-11-12 05:34:32,2024-12-12 05:34:32,N,Company_016,PO-Company_044-00268,Y,16,France,DE6681345416,REF-00268,Main warehouse,,Y,44,Luxembourg,9019.8,EUR,1503.3,N,Y,2024-12-09 05:34:32,2024-Q4,2
INV000269,380,2024-07-17 07:10:21,2024-08-16 07:10:21,N,Company_014,PO-CUST-00269,Y,14,France,DE9205721314,REF-00269,Main warehouse,,Y,,,1236.05,EUR,206.01,N,N,2024-08-15 07:10:21,2024-Q3,3
INV000270,380,2022-03-15 17:32:45,2022-04-14 17:32:45,N,Company_028,PO-Company_017-00270,Y,28,France,DE1784834128,REF-00270,Main warehouse,,Y,17,Luxembourg,5576.64,EUR,929.44,Y,N,2022-04-14 17:32:45,2022-Q1,2
INV000271,380,2023-02-25 15:52:21,2023-03-27 15:52:21,N,Company_012,PO-Company_033-00271,Y,12,Luxembourg,DE6642437812,REF-00271,Main warehouse,,Y,33,France,58324.36,EUR,9720.73,Y,N,2023-03-22 15:52:21,2023-Q1,1
INV000272,380,2023-05-31 02:36:59,2023-06-30 02:36:59,N,Company_006,PO-Company_031-00272,Y,6,France,DE813773426,REF-00272,Main warehouse,,Y,31,France,7060.58,EUR,1176.76,N,Y,2023-06-29 02:36:59,2023-Q2,2
INV000273,380,2020-07-11 01:17:20,2020-08-10 01:17:20,N,Company_048,PO-CUST-00273,Y,48,Luxembourg,DE9730075948,REF-00273,Main warehouse,,Y,,,66700.28,EUR,11116.71,N,Y,2020-08-10 01:17:20,2020-Q3,2
INV000274,380,2021-03-10 17:25:18,2021-04-09 17:25:18,N,Company_016,PO-CUST-00274,Y,16,Luxembourg,DE7654002716,REF-00274,Main warehouse,,Y,,,23547.04,EUR,3924.51,Y,Y,2021-04-05 17:25:18,2021-Q1,2
INV000275,380,2022-10-09 18:09:45,2022-11-08 18:09:45,N,Company_013,PO-Company_007-00275,Y,13,France,DE1260043013,REF-00275,Main warehouse,,Y,7,Luxembourg,8385.59,EUR,1397.6,N,N,2022-11-04 18:09:45,2022-Q4,1
INV000276,380,2024-01-10 06:05:34,2024-02-09 06:05:34,N,Company_036,PO-Company_008-00276,Y,36,Luxembourg,DE9144867736,REF-00276,Main warehouse,,Y,8,Luxembourg,12387.44,EUR,2064.57,Y,N,2024-02-05 06:05:34,2024-Q1,3
INV000277,380,2022-04-21 11:40:44,2022-05-21 11:40:44,N,Company_025,PO-Company_016-00277,Y,25,Luxembourg,DE5764622625,REF-00277,Main warehouse,,Y,16,Luxembourg,53472.04,EUR,8912.01,Y,N,2022-05-16 11:40:44,2022-Q2,3
INV000278,380,2024-01-03 15:11:35,2024-02-02 15:11:35,N,Company_018,PO-Company_050-00278,Y,18,Luxembourg,DE9286376718,REF-00278,Main warehouse,,Y,50,Luxembourg,42878.77,EUR,7146.46,N,N,2024-02-01 15:11:35,2024-Q1,1
INV000279,380,2021-05-13 18:22:37,2021-06-12 18:22:37,N,Company_030,PO-Company_020-00279,Y,30,Luxembourg,DE3863858430,REF-00279,Main warehouse,,Y,20,France,16486.24,EUR,2747.71,Y,Y,2021-06-07 18:22:37,2021-Q2,1
INV000280,380,2020-12-30 00:47:14,2021-01-29 00:47:14,N,Company_034,PO-CUST-00280,Y,34,Luxembourg,DE8230589834,REF-00280,Main warehouse,,Y,,,52857.64,EUR,8809.61,N,N,2021-01-26 00:47:14,2020-Q4,1
INV000281,380,2024-06-20 23:33:49,2024-07-20 23:33:49,N,Company_015,PO-Company_031-00281,Y,15,France,DE4511869415,REF-00281,Main warehouse,,Y,31,France,15545.52,EUR,2590.92,N,Y,2024-07-18 23:33:49,2024-Q2,2
INV000282,380,2025-03-25 09:59:55,2025-04-24 09:59:55,N,Company_027,PO-CUST-00282,Y,27,Luxembourg,DE2404208427,REF-00282,Main warehouse,,Y,,,1649.74,EUR,274.96,N,N,2025-04-23 09:59:55,2025-Q1,2
INV000283,380,2022-06-11 08:39:15,2022-07-11 08:39:15,N,Company_041,PO-Company_004-00283,Y,41,Luxembourg,DE4845018041,REF-00283,Main warehouse,,Y,4,France,76197.83,EUR,12699.64,Y,N,2022-07-07 08:39:15,2022-Q2,3
INV000284,380,2021-06-03 10:00:13,2021-07-03 10:00:13,N,Company_003,PO-Company_026-00284,Y,3,France,DE369977333,REF-00284,Main warehouse,,Y,26,France,40329.79,EUR,6721.63,Y,Y,2021-06-29 10:00:13,2021-Q2,3
INV000285,380,2022-11-22 17:09:43,2022-12-22 17:09:43,N,Company_001,PO-Company_022-00285,Y,1,Luxembourg,DE472604461,REF-00285,Main warehouse,,Y,22,Luxembourg,24639.76,EUR,4106.63,N,N,2022-12-17 17:09:43,2022-Q4,3
INV000286,380,2024-06-27 08:20:44,2024-07-27 08:20:44,N,Company_006,PO-Company_031-00286,Y,6,France,DE434932566,REF-00286,Main warehouse,,Y,31,Luxembourg,5887.81,EUR,981.3,N,Y,2024-07-24 08:20:44,2024-Q2,2
INV000287,380,2023-08-17 10:09:40,2023-09-16 10:09:40,N,Company_035,PO-CUST-00287,Y,35,France,DE8655768835,REF-00287,Main warehouse,,Y,,,69281.95,EUR,11546.99,N,N,2023-09-15 10:09:40,2023-Q3,3
INV000288,380,2021-08-30 14:34:40,2021-09-29 14:34:40,N,Company_030,PO-Company_004-00288,Y,30,France,DE3779920930,REF-00288,Main warehouse,,Y,4,Luxembourg,98696.83,EUR,16449.47,N,Y,2021-09-28 14:34:40,2021-Q3,1
INV000289,380,2022-03-07 08:08:27,2022-04-06 08:08:27,N,Company_016,PO-Company_022-00289,Y,16,France,DE8494763016,REF-00289,Main warehouse,,Y,22,France,17850.95,EUR,2975.16,Y,N,2022-04-06 08:08:27,2022-Q1,2
INV000290,380,2023-12-05 20:32:32,2024-01-04 20:32:32,N,Company_014,PO-Company_023-00290,Y,14,Luxembourg,DE2511484514,REF-00290,Main warehouse,,Y,23,Luxembourg,2045.09,EUR,340.85,N,N,2024-01-04 20:32:32,2023-Q4,3
INV000291,380,2022-01-08 21:57:02,2022-02-07 21:57:02,N,Company_038,PO-Company_031-00291,Y,38,France,DE8941353038,REF-00291,Main warehouse,,Y,31,Luxembourg,55535.29,EUR,9255.88,N,N,2022-02-02 21:57:02,2022-Q1,1
INV000292,380,2021-11-26 08:14:46,2021-12-26 08:14:46,N,Company_023,PO-Company_035-00292,Y,23,Luxembourg,DE7036740723,REF-00292,Main warehouse,,Y,35,Luxembourg,13780.84,EUR,2296.81,Y,N,2021-12-24 08:14:46,2021-Q4,3
INV000293,380,2021-10-22 16:40:12,2021-11-21 16:40:12,N,Company_028,PO-Company_017-00293,Y,28,France,DE2593653128,REF-00293,Main warehouse,,Y,17,France,2215.15,EUR,369.19,Y,N,2021-11-16 16:40:12,2021-Q4,2
INV000294,380,2023-12-05 20:12:31,2024-01-04 20:12:31,N,Company_025,PO-Company_039-00294,Y,25,Luxembourg,DE7084580825,REF-00294,Main warehouse,,Y,39,France,65396.24,EUR,10899.37,N,Y,2024-01-03 20:12:31,2023-Q4,3
INV000295,380,2020-05-09 02:25:59,2020-06-08 02:25:59,N,Company_001,PO-Company_025-00295,Y,1,France,DE782433601,REF-00295,Main warehouse,,Y,25,Luxembourg,491.46,EUR,81.91,N,Y,2020-06-07 02:25:59,2020-Q2,3
INV000296,380,2020-09-09 00:31:02,2020-10-09 00:31:02,N,Company_037,PO-Company_025-00296,Y,37,France,DE4558505737,REF-00296,Main warehouse,,Y,25,France,23762.1,EUR,3960.35,N,N,2020-10-04 00:31:02,2020-Q3,2
INV000297,380,2022-08-08 01:27:26,2022-09-07 01:27:26,N,Company_022,PO-CUST-00297,Y,22,France,DE1023881922,REF-00297,Main warehouse,,Y,,,52225.52,EUR,8704.25,N,Y,2022-09-04 01:27:26,2022-Q3,1
INV000298,380,2023-12-14 22:43:34,2024-01-13 22:43:34,N,Company_022,PO-Company_046-00298,Y,22,Luxembourg,DE3591070022,REF-00298,Main warehouse,,Y,46,France,27472.21,EUR,4578.7,N,Y,2024-01-11 22:43:34,2023-Q4,1
INV000299,380,2023-08-17 07:24:06,2023-09-16 07:24:06,N,Company_033,PO-Company_003-00299,Y,33,Luxembourg,DE5863035433,REF-00299,Main warehouse,,Y,3,France,59456.36,EUR,9909.39,Y,N,2023-09-12 07:24:06,2023-Q3,2
INV000300,380,2023-01-17 22:25:53,2023-02-16 22:25:53,N,Company_044,PO-Company_032-00300,Y,44,France,DE6590207844,REF-00300,Main warehouse,,Y,32,Luxembourg,67457.76,EUR,11242.96,N,N,2023-02-14 22:25:53,2023-Q1,3
INV000301,380,2021-02-10 10:36:16,2021-03-12 10:36:16,N,Company_008,PO-Company_050-00301,Y,8,France,DE272801928,REF-00301,Main warehouse,,Y,50,France,79408.56,EUR,13234.76,N,Y,2021-03-08 10:36:16,2021-Q1,2
INV000302,380,2022-01-15 07:57:59,2022-02-14 07:57:59,N,Company_011,PO-Company_019-00302,Y,11,France,DE5041775811,REF-00302,Main warehouse,,Y,19,Luxembourg,76333.33,EUR,12722.22,N,N,2022-02-10 07:57:59,2022-Q1,1
INV000303,380,2020-01-06 11:00:50,2020-02-05 11:00:50,N,Company_026,PO-Company_033-00303,Y,26,Luxembourg,DE2515712226,REF-00303,Main warehouse,,Y,33,France,21522.05,EUR,3587.01,N,N,2020-02-01 11:00:50,2020-Q1,1
INV000304,380,2024-02-01 03:36:52,2024-03-02 03:36:52,N,Company_040,PO-Company_035-00304,Y,40,France,DE3132746440,REF-00304,Main warehouse,,Y,35,Luxembourg,11473.48,EUR,1912.25,Y,Y,2024-02-29 03:36:52,2024-Q1,3
INV000305,380,2022-01-15 12:53:40,2022-02-14 12:53:40,N,Company_023,PO-Company_030-00305,Y,23,Luxembourg,DE3165144823,REF-00305,Main warehouse,,Y,30,Luxembourg,20727.9,EUR,3454.65,Y,Y,2022-02-11 12:53:40,2022-Q1,3
INV000306,380,2022-04-17 04:45:13,2022-05-17 04:45:13,N,Company_022,PO-Company_046-00306,Y,22,Luxembourg,DE6745310922,REF-00306,Main warehouse,,Y,46,France,38677.03,EUR,6446.17,N,Y,2022-05-15 04:45:13,2022-Q2,1
INV000307,380,2020-11-27 00:52:01,2020-12-27 00:52:01,N,Company_029,PO-Company_014-00307,Y,29,France,DE5393045829,REF-00307,Main warehouse,,Y,14,France,36977.53,EUR,6162.92,Y,N,2020-12-26 00:52:01,2020-Q4,1
INV000308,380,2023-03-29 19:32:56,2023-04-28 19:32:56,N,Company_042,PO-Company_006-00308,Y,42,France,DE6443517242,REF-00308,Main warehouse,,Y,6,France,1133.36,EUR,188.89,N,N,2023-04-23 19:32:56,2023-Q1,1
INV000309,380,2024-12-21 17:33:44,2025-01-20 17:33:44,N,Company_041,PO-Company_035-00309,Y,41,France,DE5131335741,REF-00309,Main warehouse,,Y,35,Luxembourg,95792.33,EUR,15965.39,N,Y,2025-01-15 17:33:44,2024-Q4,3
INV000310,380,2024-01-24 04:53:33,2024-02-23 04:53:33,N,Company_011,PO-Company_001-00310,Y,11,France,DE6800458111,REF-00310,Main warehouse,,Y,1,France,2460.41,EUR,410.07,Y,Y,2024-02-18 04:53:33,2024-Q1,1
INV000311,380,2024-03-10 09:34:56,2024-04-09 09:34:56,N,Company_013,PO-Company_007-00311,Y,13,France,DE4406357613,REF-00311,Main warehouse,,Y,7,France,21612.38,EUR,3602.06,N,Y,2024-04-09 09:34:56,2024-Q1,1
INV000312,380,2023-10-21 17:42:27,2023-11-20 17:42:27,N,Company_018,PO-Company_020-00312,Y,18,Luxembourg,DE8708787718,REF-00312,Main warehouse,,Y,20,Luxembourg,4869.35,EUR,811.56,N,N,2023-11-18 17:42:27,2023-Q4,1
INV000313,380,2023-11-25 10:13:39,2023-12-25 10:13:39,N,Company_039,PO-Company_050-00313,Y,39,France,DE9335868539,REF-00313,Main warehouse,,Y,50,France,40009.39,EUR,6668.23,N,Y,2023-12-23 10:13:39,2023-Q4,2
INV000314,380,2023-11-20 19:22:18,2023-12-20 19:22:18,N,Company_049,PO-Company_027-00314,Y,49,Luxembourg,DE8329128249,REF-00314,Main warehouse,,Y,27,Luxembourg,34158.38,EUR,5693.06,Y,N,2023-12-16 19:22:18,2023-Q4,2
INV000315,380,2021-06-03 09:06:05,2021-07-03 09:06:05,N,Company_012,PO-CUST-00315,Y,12,Luxembourg,DE8433371712,REF-00315,Main warehouse,,Y,,,4084.13,EUR,680.69,N,Y,2021-07-02 09:06:05,2021-Q2,1
INV000316,380,2020-02-10 23:06:42,2020-03-11 23:06:42,N,Company_024,PO-Company_031-00316,Y,24,Luxembourg,DE2935977324,REF-00316,Main warehouse,,Y,31,Luxembourg,27243.58,EUR,4540.6,N,N,2020-03-07 23:06:42,2020-Q1,2
INV000317,380,2022-10-05 05:07:20,2022-11-04 05:07:20,N,Company_018,PO-CUST-00317,Y,18,Luxembourg,DE7578127418,REF-00317,Main warehouse,,Y,,,23078.83,EUR,3846.47,N,Y,2022-11-04 05:07:20,2022-Q4,1
INV000318,380,2022-09-20 14:24:24,2022-10-20 14:24:24,N,Company_001,PO-Company_019-00318,Y,1,France,DE491843511,REF-00318,Main warehouse,,Y,19,France,7091.17,EUR,1181.86,N,Y,2022-10-19 14:24:24,2022-Q3,3
INV000319,380,2025-01-07 20:29:22,2025-02-06 20:29:22,N,Company_005,PO-Company_039-00319,Y,5,Luxembourg,DE339208475,REF-00319,Main warehouse,,Y,39,Luxembourg,40355.16,EUR,6725.86,Y,Y,2025-02-03 20:29:22,2025-Q1,2
INV000320,380,2022-01-01 08:22:35,2022-01-31 08:22:35,N,Company_017,PO-Company_014-00320,Y,17,France,DE4254676617,REF-00320,Main warehouse,,Y,14,France,1237.33,EUR,206.22,Y,N,2022-01-28 08:22:35,2022-Q1,2
INV000321,380,2022-07-02 11:31:21,2022-08-01 11:31:21,N,Company_046,PO-Company_018-00321,Y,46,Luxembourg,DE7365551346,REF-00321,Main warehouse,,Y,18,Luxembourg,72568.84,EUR,12094.81,N,N,2022-07-30 11:31:21,2022-Q3,3
INV000322,380,2023-01-29 12:01:55,2023-02-28 12:01:55,N,Company_027,PO-Company_001-00322,Y,27,Luxembourg,DE2321045127,REF-00322,Main warehouse,,Y,1,France,12276.58,EUR,2046.1,Y,Y,2023-02-23 12:01:55,2023-Q1,2
INV000323,380,2021-02-23 01:12:15,2021-03-25 01:12:15,N,Company_002,PO-Company_011-00323,Y,2,France,DE267427962,REF-00323,Main warehouse,,Y,11,Luxembourg,8226.13,EUR,1371.02,N,N,2021-03-23 01:12:15,2021-Q1,3
INV000324,380,2022-02-01 13:05:41,2022-03-03 13:05:41,N,Company_014,PO-Company_046-00324,Y,14,France,DE6062639314,REF-00324,Main warehouse,,Y,46,France,5235.54,EUR,872.59,Y,N,2022-03-02 13:05:41,2022-Q1,3
INV000325,380,2022-11-03 12:19:19,2022-12-03 12:19:19,N,Company_016,PO-Company_044-00325,Y,16,Luxembourg,DE4251033816,REF-00325,Main warehouse,,Y,44,France,85067.66,EUR,14177.94,Y,N,2022-11-30 12:19:19,2022-Q4,2
INV000326,380,2023-12-17 20:44:53,2024-01-16 20:44:53,N,Company_030,PO-Company_001-00326,Y,30,Luxembourg,DE4793307330,REF-00326,Main warehouse,,Y,1,France,96139.19,EUR,16023.2,Y,Y,2024-01-15 20:44:53,2023-Q4,1
INV000327,380,2024-01-05 15:51:00,2024-02-04 15:51:00,N,Company_039,PO-Company_037-00327,Y,39,France,DE9273495539,REF-00327,Main warehouse,,Y,37,France,5932.79,EUR,988.8,N,Y,2024-01-30 15:51:00,2024-Q1,2
INV000328,380,2025-03-03 22:43:02,2025-04-02 22:43:02,N,Company_023,PO-Company_024-00328,Y,23,France,DE9985692523,REF-00328,Main warehouse,,Y,24,France,8665.67,EUR,1444.28,Y,N,2025-03-30 22:43:02,2025-Q1,3
INV000329,380,2023-05-04 00:06:17,2023-06-03 00:06:17,N,Company_035,PO-Company_025-00329,Y,35,France,DE2512319735,REF-00329,Main warehouse,,Y,25,Luxembourg,74925.65,EUR,12487.61,Y,Y,2023-05-30 00:06:17,2023-Q2,3
INV000330,380,2023-11-29 01:15:03,2023-12-29 01:15:03,N,Company_005,PO-Company_039-00330,Y,5,France,DE276845915,REF-00330,Main warehouse,,Y,39,France,19920.82,EUR,3320.14,Y,N,2023-12-29 01:15:03,2023-Q4,2
INV000331,380,2021-02-18 13:53:13,2021-03-20 13:53:13,N,Company_036,PO-Company_018-00331,Y,36,Luxembourg,DE1668168636,REF-00331,Main warehouse,,Y,18,France,581.14,EUR,96.86,N,N,2021-03-20 13:53:13,2021-Q1,3
INV000332,380,2022-09-26 23:34:29,2022-10-26 23:34:29,N,Company_004,PO-Company_023-00332,Y,4,Luxembourg,DE249150664,REF-00332,Main warehouse,,Y,23,Luxembourg,34133.3,EUR,5688.88,N,N,2022-10-22 23:34:29,2022-Q3,3
INV000333,380,2020-06-29 19:14:36,2020-07-29 19:14:36,N,Company_024,PO-Company_031-00333,Y,24,France,DE9075614024,REF-00333,Main warehouse,,Y,31,Luxembourg,88593.12,EUR,14765.52,N,Y,2020-07-29 19:14:36,2020-Q2,2
INV000334,380,2021-07-04 14:31:39,2021-08-03 14:31:39,N,Company_017,PO-Company_014-00334,Y,17,Luxembourg,DE1469991517,REF-00334,Main warehouse,,Y,14,Luxembourg,101933.34,EUR,16988.89,N,N,2021-08-02 14:31:39,2021-Q3,2
INV000335,380,2023-05-05 02:11:44,2023-06-04 02:11:44,N,Company_041,PO-Company_009-00335,Y,41,Luxembourg,DE1432167641,REF-00335,Main warehouse,,Y,9,Luxembourg,66085.82,EUR,11014.3,N,Y,2023-05-31 02:11:44,2023-Q2,3
INV000336,380,2021-09-10 11:28:16,2021-10-10 11:28:16,N,Company_037,PO-Company_025-00336,Y,37,France,DE8319837037,REF-00336,Main warehouse,,Y,25,Luxembourg,76524.83,EUR,12754.14,N,Y,2021-10-09 11:28:16,2021-Q3,2
INV000337,380,2021-12-25 09:58:49,2022-01-24 09:58:49,N,Company_050,PO-Company_011-00337,Y,50,Luxembourg,DE9851115650,REF-00337,Main warehouse,,Y,11,France,9273.01,EUR,1545.5,Y,Y,2022-01-24 09:58:49,2021-Q4,2
INV000338,380,2023-04-06 12:37:13,2023-05-06 12:37:13,N,Company_041,PO-Company_004-00338,Y,41,Luxembourg,DE1965997241,REF-00338,Main warehouse,,Y,4,France,22019.84,EUR,3669.97,N,N,2023-05-01 12:37:13,2023-Q2,3
INV000339,380,2023-04-07 19:22:24,2023-05-07 19:22:24,N,Company_018,PO-Company_020-00339,Y,18,France,DE2375933718,REF-00339,Main warehouse,,Y,20,France,24075.95,EUR,4012.66,N,N,2023-05-02 19:22:24,2023-Q2,1
INV000340,380,2023-12-22 14:30:33,2024-01-21 14:30:33,N,Company_015,PO-CUST-00340,Y,15,Luxembourg,DE1617633715,REF-00340,Main warehouse,,Y,,,73670.76,EUR,12278.46,N,N,2024-01-20 14:30:33,2023-Q4,2
INV000341,380,2020-01-09 02:12:20,2020-02-08 02:12:20,N,Company_007,PO-CUST-00341,Y,7,France,DE761428557,REF-00341,Main warehouse,,Y,,,2588.75,EUR,431.46,N,Y,2020-02-05 02:12:20,2020-Q1,2
INV000342,380,2024-01-17 06:36:55,2024-02-16 06:36:55,N,Company_047,PO-Company_007-00342,Y,47,Luxembourg,DE5924596747,REF-00342,Main warehouse,,Y,7,Luxembourg,11033.62,EUR,1838.94,Y,Y,2024-02-15 06:36:55,2024-Q1,1
INV000343,380,2024-08-29 13:38:04,2024-09-28 13:38:04,N,Company_018,PO-Company_037-00343,Y,18,Luxembourg,DE9865426218,REF-00343,Main warehouse,,Y,37,Luxembourg,48864.8,EUR,8144.13,Y,Y,2024-09-28 13:38:04,2024-Q3,1
INV000344,380,2024-01-17 18:24:06,2024-02-16 18:24:06,N,Company_026,PO-Company_049-00344,Y,26,France,DE9985908226,REF-00344,Main warehouse,,Y,49,Luxembourg,14272.15,EUR,2378.69,Y,Y,2024-02-11 18:24:06,2024-Q1,1
INV000345,380,2024-05-01 12:34:54,2024-05-31 12:34:54,N,Company_025,PO-Company_016-00345,Y,25,France,DE3589837925,REF-00345,Main warehouse,,Y,16,Luxembourg,29929.09,EUR,4988.18,Y,N,2024-05-30 12:34:54,2024-Q2,3
INV000346,380,2023-08-19 03:46:58,2023-09-18 03:46:58,N,Company_018,PO-Company_050-00346,Y,18,France,DE5853535918,REF-00346,Main warehouse,,Y,50,Luxembourg,3917.08,EUR,652.85,N,N,2023-09-18 03:46:58,2023-Q3,1
INV000347,380,2020-03-08 12:37:10,2020-04-07 12:37:10,N,Company_042,PO-Company_006-00347,Y,42,France,DE8805279842,REF-00347,Main warehouse,,Y,6,France,382.55,EUR,63.76,Y,N,2020-04-07 12:37:10,2020-Q1,1
INV000348,380,2022-09-10 09:59:10,2022-10-10 09:59:10,N,Company_026,PO-Company_002-00348,Y,26,France,DE6926633526,REF-00348,Main warehouse,,Y,2,France,45565.4,EUR,7594.23,N,N,2022-10-07 09:59:10,2022-Q3,1
INV000349,380,2021-05-15 17:27:09,2021-06-14 17:27:09,N,Company_024,PO-Company_031-00349,Y,24,Luxembourg,DE9526214724,REF-00349,Main warehouse,,Y,31,Luxembourg,11364.67,EUR,1894.11,N,Y,2021-06-10 17:27:09,2021-Q2,2
